evaluator_id,model,condition,criterion_id,value,notes
evaluator-02,claude-opus-4-6,2,18,medium,
evaluator-02,claude-opus-4-6,3,18,medium,
evaluator-02,gemini-3-flash,1,19,no,
evaluator-02,gemini-3-flash,2,19,no,
evaluator-02,gemini-3-flash,3,19,no,
evaluator-02,gpt-oss-120b,1,19,no,
evaluator-02,gpt-oss-120b,2,19,no,
evaluator-02,gpt-oss-120b,3,19,no,
evaluator-02,claude-opus-4-6,1,19,no,
evaluator-02,claude-opus-4-6,2,19,no,
evaluator-02,claude-opus-4-6,3,19,no,
evaluator-02,gemini-3-flash,1,20,yes,
evaluator-02,gemini-3-flash,2,20,yes,
evaluator-02,gemini-3-flash,3,20,yes,
evaluator-02,gpt-oss-120b,1,20,yes,
evaluator-02,gpt-oss-120b,2,20,yes,
evaluator-02,gpt-oss-120b,3,20,no,
evaluator-02,claude-opus-4-6,1,20,yes,
evaluator-02,claude-opus-4-6,2,20,yes,
evaluator-02,claude-opus-4-6,3,20,yes,
evaluator-02,gemini-3-flash,1,21,no,
evaluator-02,gemini-3-flash,2,21,no,
evaluator-02,gemini-3-flash,3,21,no,
evaluator-02,gpt-oss-120b,1,21,no,
evaluator-02,gpt-oss-120b,2,21,no,
evaluator-02,gpt-oss-120b,3,21,no,
evaluator-02,claude-opus-4-6,1,21,no,
evaluator-02,claude-opus-4-6,2,21,no,
evaluator-02,claude-opus-4-6,3,21,no,
evaluator-02,gemini-3-flash,1,22,yes,
evaluator-02,gemini-3-flash,2,22,yes,
evaluator-02,gemini-3-flash,3,22,yes,
evaluator-02,gpt-oss-120b,1,22,yes,
evaluator-02,gpt-oss-120b,2,22,yes,
evaluator-02,gpt-oss-120b,3,22,no,
evaluator-02,claude-opus-4-6,1,22,yes,
evaluator-02,claude-opus-4-6,2,22,yes,
evaluator-02,claude-opus-4-6,3,22,yes,
evaluator-02,gemini-3-flash,1,23,high,
evaluator-02,gemini-3-flash,2,23,low,
evaluator-02,gemini-3-flash,3,23,medium,
evaluator-02,gpt-oss-120b,1,23,high,
evaluator-02,gpt-oss-120b,2,23,high,
evaluator-02,gpt-oss-120b,3,23,,"out-of-scale response recorded as ""não"""
evaluator-02,claude-opus-4-6,1,23,low,
evaluator-02,claude-opus-4-6,2,23,medium,
evaluator-02,claude-opus-4-6,3,23,low,
evaluator-02,gemini-3-flash,1,24,2,
evaluator-02,gemini-3-flash,2,24,4,
evaluator-02,gemini-3-flash,3,24,3,
evaluator-02,gpt-oss-120b,1,24,2,
evaluator-02,gpt-oss-120b,2,24,2,
evaluator-02,gpt-oss-120b,3,24,1,
evaluator-02,claude-opus-4-6,1,24,5,
evaluator-02,claude-opus-4-6,2,24,3,
evaluator-02,claude-opus-4-6,3,24,4,
