evaluator_id,model,condition,criterion_id,value,notes
evaluator-03,claude-opus-4-6,1,17,medium,
evaluator-03,claude-opus-4-6,2,17,medium,
evaluator-03,claude-opus-4-6,3,17,medium,
evaluator-03,gemini-3-flash,1,18,,omitted by evaluator
evaluator-03,gemini-3-flash,2,18,medium,
evaluator-03,gemini-3-flash,3,18,shallow,
evaluator-03,gpt-oss-120b,1,18,shallow,
evaluator-03,gpt-oss-120b,2,18,shallow,
evaluator-03,gpt-oss-120b,3,18,,omitted by evaluator
evaluator-03,claude-opus-4-6,1,18,medium,
evaluator-03,claude-opus-4-6,2,18,medium,
evaluator-03,claude-opus-4-6,3,18,medium,
evaluator-03,gemini-3-flash,1,19,no,
evaluator-03,gemini-3-flash,2,19,no,
evaluator-03,gemini-3-flash,3,19,no,
evaluator-03,gpt-oss-120b,1,19,no,
evaluator-03,gpt-oss-120b,2,19,no,
evaluator-03,gpt-oss-120b,3,19,,omitted by evaluator
evaluator-03,claude-opus-4-6,1,19,no,
evaluator-03,claude-opus-4-6,2,19,no,
evaluator-03,claude-opus-4-6,3,19,no,
evaluator-03,gemini-3-flash,1,20,yes,
evaluator-03,gemini-3-flash,2,20,yes,
evaluator-03,gemini-3-flash,3,20,yes,
evaluator-03,gpt-oss-120b,1,20,yes,
evaluator-03,gpt-oss-120b,2,20,yes,
evaluator-03,gpt-oss-120b,3,20,,omitted by evaluator
evaluator-03,claude-opus-4-6,1,20,yes,
evaluator-03,claude-opus-4-6,2,20,yes,
evaluator-03,claude-opus-4-6,3,20,yes,
evaluator-03,gemini-3-flash,1,21,no,
evaluator-03,gemini-3-flash,2,21,no,
evaluator-03,gemini-3-flash,3,21,no,
evaluator-03,gpt-oss-120b,1,21,no,
evaluator-03,gpt-oss-120b,2,21,no,
evaluator-03,gpt-oss-120b,3,21,,omitted by evaluator
evaluator-03,claude-opus-4-6,1,21,no,
evaluator-03,claude-opus-4-6,2,21,no,
evaluator-03,claude-opus-4-6,3,21,no,
evaluator-03,gemini-3-flash,1,22,yes,
evaluator-03,gemini-3-flash,2,22,yes,
evaluator-03,gemini-3-flash,3,22,yes,
evaluator-03,gpt-oss-120b,1,22,yes,
evaluator-03,gpt-oss-120b,2,22,yes,
evaluator-03,gpt-oss-120b,3,22,,omitted by evaluator
evaluator-03,claude-opus-4-6,1,22,yes,
evaluator-03,claude-opus-4-6,2,22,yes,
evaluator-03,claude-opus-4-6,3,22,yes,
evaluator-03,gemini-3-flash,1,23,high,
evaluator-03,gemini-3-flash,2,23,low,
evaluator-03,gemini-3-flash,3,23,medium,
evaluator-03,gpt-oss-120b,1,23,high,
evaluator-03,gpt-oss-120b,2,23,high,
evaluator-03,gpt-oss-120b,3,23,high,
evaluator-03,claude-opus-4-6,1,23,low,
evaluator-03,claude-opus-4-6,2,23,medium,
evaluator-03,claude-opus-4-6,3,23,low,
evaluator-03,gemini-3-flash,1,24,1,
evaluator-03,gemini-3-flash,2,24,3,
evaluator-03,gemini-3-flash,3,24,2,
evaluator-03,gpt-oss-120b,1,24,1,
evaluator-03,gpt-oss-120b,2,24,2,
evaluator-03,gpt-oss-120b,3,24,1,
evaluator-03,claude-opus-4-6,1,24,4,
evaluator-03,claude-opus-4-6,2,24,2,
evaluator-03,claude-opus-4-6,3,24,3,
