evaluator_id,model,condition,criterion_id,value,notes
evaluator-04,gemini-3-flash,1,7,Não gerado,
evaluator-04,gemini-3-flash,2,7,"Slogan, Recursos, Curadoria, Depoimentos, CTA",
evaluator-04,gemini-3-flash,3,7,"Slogan, Diferenciais, Depoimentos",
evaluator-04,gpt-oss-120b,1,7,"Slogan, Recursos, Depoimentos, CTA",
evaluator-04,gpt-oss-120b,2,7,"Slogan, Sobre Nós, Catálogo de Imóveis, Depoimentos, CTA",
evaluator-04,gpt-oss-120b,3,7,"Slogan, Por que baixar?, Depoimentos",
evaluator-04,claude-opus-4-6,1,7,"Slogan, Recursos. Imóveis, Avaliações, CTA",
evaluator-04,claude-opus-4-6,2,7,"Vantagens, Catálogo, Avaliações, Baixar App",
evaluator-04,claude-opus-4-6,3,7,"Slogan, Recursos, Depoimentos, CTA",
evaluator-04,gemini-3-flash,1,8,yes,
evaluator-04,gemini-3-flash,2,8,yes,
evaluator-04,gemini-3-flash,3,8,yes,
evaluator-04,gpt-oss-120b,1,8,yes,
evaluator-04,gpt-oss-120b,2,8,no,
evaluator-04,gpt-oss-120b,3,8,no,
evaluator-04,claude-opus-4-6,1,8,yes,
evaluator-04,claude-opus-4-6,2,8,yes,
evaluator-04,claude-opus-4-6,3,8,yes,
evaluator-04,gemini-3-flash,1,9,low,
evaluator-04,gemini-3-flash,2,9,adequate,
evaluator-04,gemini-3-flash,3,9,adequate,
evaluator-04,gpt-oss-120b,1,9,low,
evaluator-04,gpt-oss-120b,2,9,high,
evaluator-04,gpt-oss-120b,3,9,low,
evaluator-04,claude-opus-4-6,1,9,adequate,
evaluator-04,claude-opus-4-6,2,9,adequate,
evaluator-04,claude-opus-4-6,3,9,low,
evaluator-04,gemini-3-flash,1,10,adequate,
evaluator-04,gemini-3-flash,2,10,adequate,
evaluator-04,gemini-3-flash,3,10,adequate,
evaluator-04,gpt-oss-120b,1,10,adequate,
evaluator-04,gpt-oss-120b,2,10,adequate,
evaluator-04,gpt-oss-120b,3,10,excessive,
evaluator-04,claude-opus-4-6,1,10,adequate,
evaluator-04,claude-opus-4-6,2,10,adequate,
evaluator-04,claude-opus-4-6,3,10,excessive,
evaluator-04,gemini-3-flash,1,11,medium,
evaluator-04,gemini-3-flash,2,11,high,
evaluator-04,gemini-3-flash,3,11,high,
evaluator-04,gpt-oss-120b,1,11,medium,
evaluator-04,gpt-oss-120b,2,11,high,
evaluator-04,gpt-oss-120b,3,11,high,
evaluator-04,claude-opus-4-6,1,11,high,
evaluator-04,claude-opus-4-6,2,11,high,
evaluator-04,claude-opus-4-6,3,11,high,
evaluator-04,gemini-3-flash,1,12,yes,
evaluator-04,gemini-3-flash,2,12,no,
evaluator-04,gemini-3-flash,3,12,yes,
evaluator-04,gpt-oss-120b,1,12,no,
evaluator-04,gpt-oss-120b,2,12,no,
evaluator-04,gpt-oss-120b,3,12,no,
evaluator-04,claude-opus-4-6,1,12,yes,
evaluator-04,claude-opus-4-6,2,12,yes,
evaluator-04,claude-opus-4-6,3,12,yes,
evaluator-04,gemini-3-flash,1,13,yes,
evaluator-04,gemini-3-flash,2,13,yes,
evaluator-04,gemini-3-flash,3,13,yes,
evaluator-04,gpt-oss-120b,1,13,yes,
evaluator-04,gpt-oss-120b,2,13,yes,
evaluator-04,gpt-oss-120b,3,13,no,
evaluator-04,claude-opus-4-6,1,13,yes,
evaluator-04,claude-opus-4-6,2,13,yes,
evaluator-04,claude-opus-4-6,3,13,yes,
evaluator-04,gemini-3-flash,1,14,1,
evaluator-04,gemini-3-flash,2,14,0,
evaluator-04,gemini-3-flash,3,14,1,
evaluator-04,gpt-oss-120b,1,14,5,
evaluator-04,gpt-oss-120b,2,14,0,
evaluator-04,gpt-oss-120b,3,14,10,
evaluator-04,claude-opus-4-6,1,14,1,
evaluator-04,claude-opus-4-6,2,14,1,
evaluator-04,claude-opus-4-6,3,14,2,
evaluator-04,gemini-3-flash,1,15,high,
evaluator-04,gemini-3-flash,2,15,low,
evaluator-04,gemini-3-flash,3,15,low,
evaluator-04,gpt-oss-120b,1,15,high,
evaluator-04,gpt-oss-120b,2,15,low,
evaluator-04,gpt-oss-120b,3,15,high,
evaluator-04,claude-opus-4-6,1,15,low,
evaluator-04,claude-opus-4-6,2,15,low,
evaluator-04,claude-opus-4-6,3,15,medium,
evaluator-04,gemini-3-flash,1,16,high,
evaluator-04,gemini-3-flash,2,16,high,
evaluator-04,gemini-3-flash,3,16,high,
evaluator-04,gpt-oss-120b,1,16,medium,
evaluator-04,gpt-oss-120b,2,16,high,
evaluator-04,gpt-oss-120b,3,16,high,
evaluator-04,claude-opus-4-6,1,16,medium,
evaluator-04,claude-opus-4-6,2,16,medium,
evaluator-04,claude-opus-4-6,3,16,medium,
evaluator-04,gemini-3-flash,1,17,weak,
evaluator-04,gemini-3-flash,2,17,strong,
evaluator-04,gemini-3-flash,3,17,strong,
evaluator-04,gpt-oss-120b,1,17,medium,
evaluator-04,gpt-oss-120b,2,17,strong,
evaluator-04,gpt-oss-120b,3,17,weak,
evaluator-04,claude-opus-4-6,1,17,strong,
evaluator-04,claude-opus-4-6,2,17,strong,
evaluator-04,claude-opus-4-6,3,17,strong,
evaluator-04,gemini-3-flash,1,18,shallow,
evaluator-04,gemini-3-flash,2,18,detailed,
evaluator-04,gemini-3-flash,3,18,detailed,
evaluator-04,gpt-oss-120b,1,18,shallow,
evaluator-04,gpt-oss-120b,2,18,shallow,
evaluator-04,gpt-oss-120b,3,18,shallow,
evaluator-04,claude-opus-4-6,1,18,detailed,
evaluator-04,claude-opus-4-6,2,18,detailed,
evaluator-04,claude-opus-4-6,3,18,detailed,
evaluator-04,gemini-3-flash,1,19,no,
evaluator-04,gemini-3-flash,2,19,no,
evaluator-04,gemini-3-flash,3,19,no,
evaluator-04,gpt-oss-120b,1,19,no,
evaluator-04,gpt-oss-120b,2,19,no,
evaluator-04,gpt-oss-120b,3,19,no,
evaluator-04,claude-opus-4-6,1,19,no,
evaluator-04,claude-opus-4-6,2,19,no,
evaluator-04,claude-opus-4-6,3,19,no,
evaluator-04,gemini-3-flash,1,20,no,
evaluator-04,gemini-3-flash,2,20,no,
evaluator-04,gemini-3-flash,3,20,no,
evaluator-04,gpt-oss-120b,1,20,no,
evaluator-04,gpt-oss-120b,2,20,no,
evaluator-04,gpt-oss-120b,3,20,no,
evaluator-04,claude-opus-4-6,1,20,yes,
evaluator-04,claude-opus-4-6,2,20,yes,
evaluator-04,claude-opus-4-6,3,20,yes,
evaluator-04,gemini-3-flash,1,21,no,
evaluator-04,gemini-3-flash,2,21,no,
evaluator-04,gemini-3-flash,3,21,no,
evaluator-04,gpt-oss-120b,1,21,no,
evaluator-04,gpt-oss-120b,2,21,yes,
evaluator-04,gpt-oss-120b,3,21,no,
evaluator-04,claude-opus-4-6,1,21,yes,
evaluator-04,claude-opus-4-6,2,21,no,
evaluator-04,claude-opus-4-6,3,21,yes,
evaluator-04,gemini-3-flash,1,22,yes,
evaluator-04,gemini-3-flash,2,22,no,
evaluator-04,gemini-3-flash,3,22,yes,
evaluator-04,gpt-oss-120b,1,22,no,
evaluator-04,gpt-oss-120b,2,22,no,
evaluator-04,gpt-oss-120b,3,22,no,
evaluator-04,claude-opus-4-6,1,22,yes,
evaluator-04,claude-opus-4-6,2,22,yes,
evaluator-04,claude-opus-4-6,3,22,yes,
evaluator-04,gemini-3-flash,1,23,high,
evaluator-04,gemini-3-flash,2,23,low,
evaluator-04,gemini-3-flash,3,23,low,
evaluator-04,gpt-oss-120b,1,23,high,
evaluator-04,gpt-oss-120b,2,23,high,
evaluator-04,gpt-oss-120b,3,23,high,
evaluator-04,claude-opus-4-6,1,23,low,
evaluator-04,claude-opus-4-6,2,23,medium,
evaluator-04,claude-opus-4-6,3,23,medium,
evaluator-04,gemini-3-flash,1,24,1,
evaluator-04,gemini-3-flash,2,24,5,
evaluator-04,gemini-3-flash,3,24,4,
evaluator-04,gpt-oss-120b,1,24,2,
evaluator-04,gpt-oss-120b,2,24,1,
evaluator-04,gpt-oss-120b,3,24,1,
evaluator-04,claude-opus-4-6,1,24,5,
evaluator-04,claude-opus-4-6,2,24,3,
evaluator-04,claude-opus-4-6,3,24,3,
